store_id,store_name,store_rating,follower_count,source_category
2268,sakura official store,4.8286,63,diengiadung
155120,thietbinhabep,5.0,10,diengiadung
340697,gia dụng nk kỷ nguyên,4.8,1,diengiadung
168717,kinghomesg,4.6037,109,diengiadung
63066,siêu thị bếp vũ sơn,0.0,0,diengiadung
349062,rinnai official,4.9412,0,diengiadung
296453,kaff official,4.875,92,diengiadung
197451,gia đình việt kitchen,5.0,0,diengiadung
158745,bếp bình minh bình dương,2.0,5,diengiadung
16426,thiết bị nhà bếp grasso việt nam,0.0,0,diengiadung
151632,bếp tiện lợi,0.0,0,diengiadung
114507,tân á đại thành official,5.0,21,diengiadung
143534,ecoramic official store,4.6383,29,diengiadung
124364,smart kitchenware shop,4.45455,0,diengiadung
351921,fushima vina,0.0,0,diengiadung
310017,viner,0.0,0,diengiadung
132201,hoanglong,4.25,5,diengiadung
316126,gia dụng inox,0.0,0,diengiadung
93455,bepnhapkhau,0.0,0,diengiadung
109432,lorca,0.0,2,diengiadung
70307,showroom minh thư,5.0,0,diengiadung
103955,điện máy gia dụng sài gòn,0.0,0,diengiadung
357354,l orca official store,0.0,0,diengiadung
338420,bếp từ mifa,0.0,0,diengiadung
9666,kaff official store,4.5714,31,diengiadung
1639,smarttnt,4.0396,69,diengiadung
356472,bếp quang ngọc,5.0,0,diengiadung
9326,bếp cường thịnh,4.4737,0,diengiadung
123983,hiepvan,5.0,2,diengiadung
12442,thế giới bếp nhập khẩu,0.0,0,diengiadung
118305,rommelsbacher,4.4848,0,diengiadung
174366,thiết bị nhà bếp kz,0.0,0,diengiadung
44055,bếp việt,2.0,5,diengiadung
115521,bếp amazone,0.0,1,diengiadung
63888,tổng kho bếp nhập khẩu,3.9167,0,diengiadung
171822,tomate official store,5.0,3,diengiadung
160033,raishop,0.0,0,diengiadung
229949,cs malaysia,0.0,1,diengiadung
157139,gia cát tường,0.0,0,diengiadung
78447,bếp đại việt,0.0,0,diengiadung
195322,bếp điện từ minh thư,0.0,0,diengiadung
177315,nội thất xanh home,0.0,0,diengiadung
42707,bếp kường thịnh,0.0,0,diengiadung
27811,siêu thị best house,0.0,0,diengiadung
44793,nội thất thái hưng,0.0,0,diengiadung
8013,bếp bảo tín - thiết bị bếp hàng đầu châu âu,4.375,0,diengiadung
158098,bếp đức thanh htp,0.0,0,diengiadung
62356,bếp trường phát,4.6667,3,diengiadung
73383,bếp nhà việt,0.0,0,diengiadung
237766,viet home store,0.0,5,diengiadung
157635,vinafaro - giải pháp bếp thông minh,0.0,0,diengiadung
70376,padeco,0.0,0,diengiadung
128428,hawonkoo gia dụng quốc dân,4.51759,0,diengiadung
33775,nội thất hân di,4.8,0,diengiadung
32267,siêu thị bếp nhập khẩu cocokitchen,4.1121,0,diengiadung
9411,ecom việt nam,4.2126,455,diengiadung
4567,koenic,0.0,0,diengiadung
331013,imat gia dụng tiện ích,4.8571,0,diengiadung
28721,sài gòn homekitchen,4.2543,509,diengiadung
60794,nhà đẹp lắm,3.6316,31,diengiadung
157889,bếp hạnh phúc,0.0,0,diengiadung
182493,bếp gas minh phúc đồng nai,4.7071,13,diengiadung
1281,paulee,4.4855,52,diengiadung
240,namilux official store,4.7741,0,diengiadung
326267,piti homy,5.0,11,diengiadung
257745,dzm điện máy online,5.0,6,diengiadung
47482,hà thành gia dụng,4.3153,0,diengiadung
248227,nhà bếp halsan,0.0,0,diengiadung
358977,suncojia shop,5.0,0,diengiadung
243363,lochoaphat,4.7273,0,diengiadung
47952,kitchen store,5.0,1,diengiadung
158877,liên minh 1974,4.4667,343,diengiadung
97441,luckky shop,4.4696,600,diengiadung
110808,bếp gas trường thành,4.3388,0,diengiadung
161884,quân camp,4.8597,163,diengiadung
167200,bếp đại nam,4.0,30,diengiadung
177130,elica store,0.0,0,diengiadung
16958,bepnhapkhauqv,4.3291,0,diengiadung
7996,mua sắm điện máy,4.6259,326,diengiadung
156174,điện máy quang minh quamitek,3.0,1,diengiadung
19606,siêu thị máy pha cà phê,5.0,40,diengiadung
8905,kitchen koncept,4.6163,3521,diengiadung
241398,xốp dán tường 3d tân phú,4.5559,133,diengiadung
353491,om lucky wahik,4.3893,159,diengiadung
124000,dan and dan hotel supplies,4.5556,0,diengiadung
17267,dc thế giới đồ chơi ô tô,4.2927,705,diengiadung
44857,damas official store,4.5225,2159,diengiadung
5806,famichef,4.3485,261,diengiadung
19562,vỉ nướng điện zuco,0.0,0,diengiadung
203229,hayasa auth,0.0,0,diengiadung
57154,agiadep brand,4.1751,423,diengiadung
190482,poongnyun official store,4.8182,0,diengiadung
156876,honest kitchen,0.0,5,diengiadung
66603,jtc omniblend official,4.832,121,diengiadung
18940,tosotec,4.5789,0,diengiadung
202207,lorente flagship store,0.0,0,diengiadung
6910,procaffe,4.6429,234,diengiadung
310368,uniblend official,0.0,4,diengiadung
16347,dandihome việt nam,4.736,2574,diengiadung
172308,tiêu dùng thông minh 247,4.4543,504,diengiadung
48348,shop gia dụng châu âu,4.777,55,diengiadung
137411,phụ kiện store 76,4.4328,2668,diengiadung
99208,corado,3.9001,35,diengiadung
170358,dụng cụ y tế sức khỏe drviet,4.5152,24,diengiadung
96274,nhà của mẹ,4.362,675,diengiadung
94371,điện máy miako,4.3731,29,diengiadung
275379,nppanhduong,0.0,1,diengiadung
235843,giadungtphcm,0.0,0,diengiadung
8410,thegioiamthanh,3.9543,0,diengiadung
112137,dc thế giới phụ kiện công nghệ ô tô,4.4445,219,diengiadung
8081,thang nhôm hakawa,4.6032,2591,diengiadung
256950,thế giới điện máy gia dụng,4.4828,96,diengiadung
112115,tổng kho điện máy - gia dụng,4.4119,170,diengiadung
309300,green healthy organic,0.0,0,diengiadung
57800,siêu thị nano,4.0445,0,diengiadung
210393,3a điểm tựa thành công,4.0833,11,diengiadung
137884,máy chế biến nông sản,0.0,0,diengiadung
173819,cooky kitchen,5.0,1,diengiadung
16641,koalaroo,4.6,0,diengiadung
3132,hoà phúc,4.5073,100,diengiadung
8105,việt sao mai ( ginseng house ),4.7554,99,diengiadung
131238,tổng kho mb,4.1779,3649,diengiadung
92468,unimart,4.5787,0,diengiadung
76796,vietstore24h,4.2565,0,diengiadung
212852,trung tâm điện máy thành đạt,4.0819,0,diengiadung
309377,gunter hauer,5.0,154,diengiadung
10327,gali việt nam,5.0,0,diengiadung
305312,shop gia dụng 247,0.0,0,diengiadung
9451,gia dụng đức mag,3.6176,0,diengiadung
185876,argo official store,5.0,0,diengiadung
35144,rạng đông official store,4.5171,0,diengiadung
129537,mi hoàng gia,4.7021,4242,diengiadung
3330,hoàng lan shop,3.891,0,diengiadung
137089,thiết bị mới,3.9573,86,diengiadung
26446,tin học hoàng kim,4.2723,309,diengiadung
276496,mitomo việt nam,4.6176,0,diengiadung
9385,ehomevn,0.0,0,diengiadung
37079,thebeauty,4.4369,810,diengiadung
202738,kalpen official store,4.2675,0,diengiadung
123029,bách hóa online 24h,4.6681,0,diengiadung
32850,điện gia dụng uss,4.25,0,diengiadung
190667,tổng kho bóng đèn phích nước,0.0,0,diengiadung
83369,kidsmomvietnam,5.0,2,diengiadung
2573,siêu thị orkin,0.0,0,diengiadung
342846,kho gia dụng thành nhân nghĩa,5.0,3,diengiadung
341026,gia dụng thiên quang,0.0,0,diengiadung
138236,dụng cụ cà phê,4.8288,328,diengiadung
126333,điện gia dụng tường phát ii,5.0,2,diengiadung
75129,tiger official store,0.0,0,diengiadung
202074,homecoffee yêu chất cà phê,0.0,0,diengiadung
341640,mai outdoors,5.0,4,diengiadung
132026,gia dụng henry,4.4013,1115,diengiadung
95422,nespresso official store,4.3333,35,diengiadung
329102,máy pha cà phê brewico,0.0,0,diengiadung
198145,campout life is the better official,4.8054,0,diengiadung
167715,vnespresso,4.7568,0,diengiadung
16085,zamboo store,4.6,0,diengiadung
1821,cửa hàng kahchan,4.1724,16,diengiadung
118368,đồ gia dụng 101,4.2,95,diengiadung
32914,hương việt coffee,4.4444,0,diengiadung
313214,bodum vietnam official store,5.0,13,diengiadung
13571,coffeenew,4.4141,53,diengiadung
357820,cafetto vietnam store,5.0,0,diengiadung
234289,nox coffee store,4.7743,81,diengiadung
5613,hải âu group,4.9767,0,diengiadung
38850,điện máy hải âu,4.6667,0,diengiadung
332016,dr.homie official,3.6667,5,diengiadung
199805,gia dụng làm vườn hoàng phú,4.5521,39,diengiadung
100773,smart trading,4.4076,1147,diengiadung
107790,moon 92 store,3.783,0,diengiadung
50450,nikio official store,4.4797,221,diengiadung
81563,eco homes tech,3.66667,3,diengiadung
5501,vĩnh khang,4.4681,310,diengiadung
54082,cst telecom,3.9504,271,diengiadung
327403,kho thiết bị và dụng cụ,4.2456,114,diengiadung
160175,miren official,4.6514,124,diengiadung
150998,u ultty official store,4.6207,577,diengiadung
284240,trang trí gia dụng,4.6471,5,diengiadung
171195,cty cảnh phong,4.8696,8,diengiadung
339628,shimono official store,0.0,0,diengiadung
9711,đồ da thành long tlg,3.5511,291,diengiadung
55591,midoctor,4.542,3393,diengiadung
67505,thiết bị ngành lọc nước,4.1053,0,diengiadung
74228,thiết bị thí nghiệm,0.0,2,diengiadung
291999,cửa hàng biolab,0.0,0,diengiadung
356119,2nhktech,4.4773,1,diengiadung
173156,thiết bị môi trường rm,4.5882,19,diengiadung
87813,máy tạo khí ozone cường thịnh,4.6667,0,diengiadung
4309,máy lọc không khí công nghệ nasa,4.75,4,diengiadung
8413,smy (tp.hcm),4.4965,873,diengiadung
37393,gipwin official store,4.0,0,diengiadung
70082,thế giới xây dựng,4.3636,502,diengiadung
81456,shop 24719,4.002,345,diengiadung
54352,slightwind,0.0,0,diengiadung
140952,stanhome official store,4.7373,227,diengiadung
1567,robotek viet nam,4.5,4,diengiadung
227149,thang uy group,0.0,0,diengiadung
221345,cntech store,0.0,0,diengiadung
46128,beruasieuamgtsonic,4.2857,0,diengiadung
362718,điện máy như thảo,0.0,0,diengiadung
154892,hdc home,4.5508,833,diengiadung
10889,muamuaonline,4.3492,921,diengiadung
133753,hy hy shop,4.3568,0,diengiadung
31740,hưng thịnh shop,4.2369,0,diengiadung
857,mtd,4.7227,67,diengiadung
128476,storageshop,4.7963,114,diengiadung
210042,trúc gia,4.597,0,diengiadung
109947,shop chất lượng vàng,4.58046,0,diengiadung
98442,điện dân dụng gia dụng,0.0,0,diengiadung
20888,minh house,4.2217,573,diengiadung
157669,shopquyetnam,4.7489,583,diengiadung
55961,điện gia dụng tấn phát q7,4.2174,0,diengiadung
170621,maymaybrother,4.7083,0,diengiadung
153,diyhomedepot (tp.hcm),4.595,0,diengiadung
149312,brother official store,4.7323,2636,diengiadung
139842,máy may bao,0.0,0,diengiadung
5393,sprayway,4.4327,32,diengiadung
198998,chouihandmade,4.8407,93,diengiadung
274258,tranh thêu su su,4.9032,3,diengiadung
42132,noithat lams,4.6241,0,diengiadung
204765,kin’s shop handmade vải nỉ,4.9474,6,diengiadung
551,trung tâm công cụ,4.5362,395,diengiadung
183964,đèn năng lượng jindian,4.2143,17,diengiadung
51551,led hoàng gia,4.2075,0,diengiadung
80256,binh phu lighting electric,4.9583,37,diengiadung
121623,gianhangnhapkhau,4.5,0,diengiadung
4860,boneco official store,4.6441,820,diengiadung
902,thiết bị dụng cụ,4.4895,291,diengiadung
15230,sankyo official store,4.75,222,diengiadung
345994,thiết bị xây dựng và gia đình,4.4808,19,diengiadung
68382,hatari thái lan,5.0,0,diengiadung
229550,điệntânthịnh,4.6304,0,diengiadung
12553,lioa official store,4.271,130,diengiadung
188506,hd kim sơn,4.4775,0,diengiadung
211062,tăm nước sài gòn,4.7088,0,diengiadung
12581,empire offical store,4.5,2,diengiadung
216807,chào bán,5.0,3,diengiadung
218162,tesla vn store,4.6667,0,diengiadung
311747,quạt cn vĩnh phát,0.0,0,diengiadung
298246,chiếu sáng supervilighting,4.25,1,diengiadung
110695,az price furniture,4.4528,0,diengiadung
284544,đèn trang trí hà hiệp,3.7905,33,diengiadung
190279,quạt trần hồ gia phát,0.0,0,diengiadung
118722,pillxo shop,0.0,0,diengiadung
15735,đại phúc jsc,5.0,0,diengiadung
59101,đèn bếp việt thuận,3.1111,0,diengiadung
1691,đại nam sport,4.2113,737,diengiadung
192216,nội thất decor hiện đại,4.2439,39,diengiadung
4321,gia dụng eus việt nam,4.4375,26,diengiadung
136422,duc thuan shop,4.6415,0,diengiadung
188715,trường hải thuận phong,4.5217,14,diengiadung
3196,legaxi official,4.4519,727,diengiadung
14813,ugreenonline,4.665,673,diengiadung
277179,venie,4.6146,87,diengiadung
81570,hoanghai store,4.6507,576,diengiadung
141107,gucase,4.0712,1249,diengiadung
1710,hotphukien,4.3462,2094,diengiadung
50766,thế giới sản phẩm,4.2437,482,diengiadung
184829,bim mart,4.5614,374,diengiadung
236620,rockspace official store,4.6915,649,diengiadung
157420,kosmen-official,0.0,16,diengiadung
1308,tazano official store,4.6965,2144,diengiadung
357842,jye store,5.0,1,diengiadung
61094,thiết bị điện hd,3.7143,0,diengiadung
291828,shop dũng an,4.52,30,diengiadung
311940,vortex powerfans,0.0,0,diengiadung
257640,elco jsc,0.0,0,diengiadung
21395,tabvietnam,0.0,0,diengiadung
179525,tâm hiền phát,4.8099,380,diengiadung
35488,aquaria,4.5817,0,diengiadung
178422,atzstore,4.4477,606,diengiadung
125741,rhino official store,4.6357,744,diengiadung
113115,deli official store,4.7702,36853,diengiadung
69935,calibra,3.9634,0,diengiadung
348452,công ty tnhh himax việt nam,5.0,0,diengiadung
109746,vinbuy,4.555,9022,diengiadung
80980,hanah store,4.29816,0,diengiadung
30787,an phat computer,4.3798,716,diengiadung
76621,mifan official store,4.4506,737,diengiadung
13705,karcher vietnam,4.7024,2100,diengiadung
1764,sumika official store,4.6165,3065,diengiadung
173312,viko mart,4.7266,0,diengiadung
333932,lydsto official store,0.0,0,diengiadung
17059,xiaomiworld.vn,4.55556,0,diengiadung
312964,philips massager,4.6438,227,diengiadung
304881,máy lọc không khí airdog,4.7576,153,diengiadung
40792,benyu tools việt nam,4.0,26,diengiadung
8738,máy vệ sinh numatic,0.0,0,diengiadung
353625,lysin tinh tuyển,5.0,3,diengiadung
193366,homes store,4.6647,0,diengiadung
69345,ezlife store,4.5163,0,diengiadung
78255,onubizvietnam,5.0,3,diengiadung
290542,công ty tnhh tmđt kim long,4.7963,16,diengiadung
3644,hoành gia store,4.5538,832,diengiadung
236667,việt chất store,4.5122,708,diengiadung
281420,enchen official store,4.6267,211,diengiadung
202904,kyocera store,4.75,31,diengiadung
51362,rẻ đẹp chất,3.4862,43,diengiadung
326402,xiao home,4.0,0,diengiadung
94284,led solar 2019,5.0,0,diengiadung
86709,phan gia bbk,3.9601,315,diengiadung
344278,ingco super select,0.0,0,diengiadung
286709,kynko điện máy cầm tay,4.4286,0,diengiadung
150382,omp alliance,0.0,1,diengiadung
7843,ngô thành lợi,0.0,0,diengiadung
11574,shop đẹp mãi,4.2165,451,diengiadung
141931,thế giới thiết bị số,0.0,3,diengiadung
977,viễn thông l.l.p,0.0,0,diengiadung
118036,vietrobotics,0.0,0,diengiadung
168344,gonnixsmart,4.75,0,diengiadung
141320,somilife,0.0,0,diengiadung
77142,anker store,4.7614,0,diengiadung
172447,sugi shop,0.0,1,diengiadung
71226,việt thiên phú store,0.0,1,diengiadung
279168,nano geyser shop online,4.6893,228,diengiadung
165106,mizuchan,0.0,0,diengiadung
2091,hexagon,4.644,2853,diengiadung
245872,electeka official store,0.0,0,diengiadung
235596,hoàng quốc cường,5.0,29,diengiadung
226418,tk air sanitizer,0.0,0,diengiadung
230649,máy lọc không khí yoko,0.0,0,diengiadung
64798,bohmann việt nam,4.5759,417,diengiadung
150486,src store,4.5517,0,diengiadung
127896,điện lạnh nam việt,4.3125,0,diengiadung
284461,ess life,0.0,0,diengiadung
192411,bách khải an store,0.0,0,diengiadung
119740,máy làm mát không khí yukione,0.0,0,diengiadung
96806,aircare,0.0,0,diengiadung
2013,điện lạnh tâm đức,5.0,12,diengiadung
37436,bnp official store,4.5714,9,diengiadung
357810,pier pharma,5.0,0,diengiadung
345198,ras home điện máy online,0.0,0,diengiadung
128554,max air official,0.0,32,diengiadung
21883,arize,4.4,38,diengiadung
111982,mianmi,0.0,0,diengiadung
18264,icare style vietnam,1.0,0,diengiadung
192099,coway vina official store,4.8745,4590,diengiadung
8703,probuy,0.0,0,diengiadung
284399,daikin proshop hts,0.0,1,diengiadung
235437,máy lọc không khí aeris,0.0,0,diengiadung
226709,csc sell,0.0,0,diengiadung
192199,cửa hàng thiết bị gia dụng,5.0,0,diengiadung
181390,ancumart,5.0,0,diengiadung
146472,smith club,0.0,0,diengiadung
8272,shop y khoa,4.653,2367,diengiadung
356759,techiq fresh air,0.0,1,diengiadung
330061,meliwa store,0.0,0,diengiadung
19741,homedics official store,4.5173,253,diengiadung
163787,linkedbyme,4.7179,21,diengiadung
150018,recomm,0.0,0,diengiadung
70203,khongkhixanh,0.0,0,diengiadung
143174,aquality store,0.0,0,diengiadung
73253,điện máy lê minh,4.66667,0,diengiadung
149795,new day viva,4.85714,1,diengiadung
363224,hữu phát tech,0.0,0,diengiadung
97431,phụ kiện toàn thắng,4.4667,9,diengiadung
184620,dtc mart,4.1653,28,diengiadung
5321,kobi official store,4.7206,0,diengiadung
27843,joha shop,4.2895,0,diengiadung
133020,thiết bị y tế gia đình hme,4.6897,3141,diengiadung
85774,scent homes việt nam,5.0,13,diengiadung
177403,norifamily plaza,4.1085,0,diengiadung
26972,liinnstore,4.0,9,diengiadung
17990,điện máy minh an,4.8571,1,diengiadung
224,dorosin official,4.6044,616,diengiadung
55218,forseti việt nam,4.6604,311,diengiadung
270160,điện máy hapa,4.9841,244,diengiadung
121449,karofi official,4.428,1256,diengiadung
291872,philips water việt nam,4.7059,0,diengiadung
287982,mutosi gian hàng chính hãng,4.867,369,diengiadung
14202,geyserecotar,4.25,0,diengiadung
53098,kim long phát store,4.28,0,diengiadung
51552,airsmarthome,0.0,0,diengiadung
21413,carpa beauty & health,0.0,0,diengiadung
179104,cửa hàng đức phú,4.4476,16,diengiadung
2668,công ty tnhh ứng dụng khoa học việt mỹ,3.9091,0,diengiadung
63145,enterbuy,4.0833,0,diengiadung
140203,nước sạch là cuộc sống,0.0,1,diengiadung
1568,aquafilter -máy lọc nước nhập khẩu châu âu,3.3571,5,diengiadung
80061,điện máy hồng ân,0.0,2,diengiadung
81005,hệ thống máy lọc nước ro kensi,0.0,0,diengiadung
182694,điện máy vuagroup,0.0,0,diengiadung
92056,gmc vina,0.0,0,diengiadung
402,alt,4.9231,6,diengiadung
78791,famy,0.0,1,diengiadung
235781,máy lọc nước ion kiềm,0.0,0,diengiadung
80923,hoa đăng điện máy,0.0,0,diengiadung
23282,máy lọc nước pcblife,0.0,0,diengiadung
1135,ao smith,0.0,0,diengiadung
298394,ace môi trường,3.0,0,diengiadung
313873,elkay official store,0.0,0,diengiadung
34542,thiết bị lọc nước nhập khẩu,4.0,0,diengiadung
156648,máy lọc nước tatsu hydrogen,0.0,0,diengiadung
125861,liwell shop,0.0,0,diengiadung
187579,mitsubishi chemical cleansui,4.8553,0,diengiadung
4408,vasstar official store,4.82,23,diengiadung
97351,máy lọc nước jp,0.0,0,diengiadung
2083,callme official,4.6857,1486,diengiadung
345424,rotek iwp viet nam,0.0,0,diengiadung
204653,máy lọc nước ro moshi,0.0,0,diengiadung
112175,alkaviva việt nam,5.0,0,diengiadung
39427,ophi,0.0,0,diengiadung
63862,máy lọc nước pure thái lan,4.7105,0,diengiadung
73100,nazaro,4.0,0,diengiadung
92093,má́y lọc nước aquaroom,0.0,0,diengiadung
138517,thiết bị lọc tổng,0.0,2,diengiadung
164531,keev,0.0,0,diengiadung
154248,dinhphong123,0.0,0,diengiadung
154334,hutek,0.0,0,diengiadung
227350,sống lành store,0.0,0,diengiadung
14108,nam khánh,0.0,0,diengiadung
3713,clean water solutions,1.0,0,diengiadung
215118,aquaphor store,0.0,0,diengiadung
8412,yamato (tp. hcm),5.0,0,diengiadung
332818,thanh an water,0.0,0,diengiadung
171692,giải pháp kinh tế tuần hoàn,0.0,0,diengiadung
111884,thiết bị lọc nước silica welvina,0.0,0,diengiadung
59698,inox 304 benbik vn,0.0,0,diengiadung
3111,sen vòi eurolife,4.2954,270,diengiadung
119072,pury việt nam,4.7234,0,diengiadung
208815,cửa hàng lê gia phát,4.6581,0,diengiadung
110726,shop mẹ và bé unmei,4.8115,2790,diengiadung
274691,npp tâm sáng,0.0,0,diengiadung
27935,vson store,4.6691,146,diengiadung
316142,wecare home,4.6,0,diengiadung
19365,thiết bị gia đình trần hùng,4.4155,0,diengiadung
1545,máy bơm mini,4.189,94,diengiadung
